"","geocod","geodsg","valor","sinal_conv","sinal_conv_desc","municip","ars","nuts3","aces2","nuts1","nuts2","cod_geo_nuts2002","year","aggregation"
"2370","1840205","Beja",4.29,"","","Beja","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840205","2.º Semestre de 2019","NUTSIII"
"2371","1840206","Castro Verde",4.02,"","","Castro Verde","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840206","2.º Semestre de 2019","NUTSIII"
"2372","1840207","Cuba",NA,"-","Dado nulo ou não aplicável","Cuba","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840207","2.º Semestre de 2019","NUTSIII"
"2373","1840208","Ferreira do Alentejo",3.11,"","","Ferreira do Alentejo","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840208","2.º Semestre de 2019","NUTSIII"
"2374","1840209","Mértola",NA,"-","Dado nulo ou não aplicável","Mértola","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840209","2.º Semestre de 2019","NUTSIII"
"2375","1840210","Moura",3.22,"","","Moura","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840210","2.º Semestre de 2019","NUTSIII"
"2376","1840212","Ourique",NA,"-","Dado nulo ou não aplicável","Ourique","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840212","2.º Semestre de 2019","NUTSIII"
"2377","1840213","Serpa",NA,"-","Dado nulo ou não aplicável","Serpa","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840213","2.º Semestre de 2019","NUTSIII"
"2378","1840214","Vidigueira",NA,"-","Dado nulo ou não aplicável","Vidigueira","Alentejo","Baixo Alentejo","ULS Baixo Alentejo","Continente","Alentejo","1840214","2.º Semestre de 2019","NUTSIII"
"2379","1851403","Almeirim",3.26,"","","Almeirim","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851403","2.º Semestre de 2019","NUTSIII"
"2380","1851404","Alpiarça",NA,"-","Dado nulo ou não aplicável","Alpiarça","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851404","2.º Semestre de 2019","NUTSIII"
"2381","1851103","Azambuja",4.93,"","","Azambuja","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Estuário do Tejo","Continente","Alentejo","1851103","2.º Semestre de 2019","NUTSIII"
"2382","1851405","Benavente",4.16,"","","Benavente","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Estuário do Tejo","Continente","Alentejo","1851405","2.º Semestre de 2019","NUTSIII"
"2383","1851406","Cartaxo",3.39,"","","Cartaxo","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851406","2.º Semestre de 2019","NUTSIII"
"2384","1851407","Chamusca",NA,"-","Dado nulo ou não aplicável","Chamusca","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851407","2.º Semestre de 2019","NUTSIII"
"2385","1851409","Coruche",3.52,"","","Coruche","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851409","2.º Semestre de 2019","NUTSIII"
"2386","1851412","Golegã",NA,"-","Dado nulo ou não aplicável","Golegã","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851412","2.º Semestre de 2019","NUTSIII"
"2387","1851414","Rio Maior",3.28,"","","Rio Maior","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851414","2.º Semestre de 2019","NUTSIII"
"2388","1851415","Salvaterra de Magos",3.8,"","","Salvaterra de Magos","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851415","2.º Semestre de 2019","NUTSIII"
"2389","1851416","Santarém",3.85,"","","Santarém","Lisboa e Vale do Tejo","Lezíria do Tejo","ACeS Lezíria","Continente","Alentejo","1851416","2.º Semestre de 2019","NUTSIII"
"2390","1861201","Alter do Chão",NA,"-","Dado nulo ou não aplicável","Alter do Chão","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821201","2.º Semestre de 2019","NUTSIII"
"2391","1861202","Arronches",NA,"-","Dado nulo ou não aplicável","Arronches","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821202","2.º Semestre de 2019","NUTSIII"
"2392","1861203","Avis",NA,"-","Dado nulo ou não aplicável","Avis","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821203","2.º Semestre de 2019","NUTSIII"
"2393","1861204","Campo Maior",2.85,"","","Campo Maior","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821204","2.º Semestre de 2019","NUTSIII"
"2394","1861205","Castelo de Vide",NA,"-","Dado nulo ou não aplicável","Castelo de Vide","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821205","2.º Semestre de 2019","NUTSIII"
"2395","1861206","Crato",NA,"-","Dado nulo ou não aplicável","Crato","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821206","2.º Semestre de 2019","NUTSIII"
"2396","1861207","Elvas",3.07,"","","Elvas","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821207","2.º Semestre de 2019","NUTSIII"
"2397","1861208","Fronteira",NA,"-","Dado nulo ou não aplicável","Fronteira","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821208","2.º Semestre de 2019","NUTSIII"
"2398","1861209","Gavião",NA,"-","Dado nulo ou não aplicável","Gavião","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821209","2.º Semestre de 2019","NUTSIII"
"2399","1861210","Marvão",NA,"-","Dado nulo ou não aplicável","Marvão","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821210","2.º Semestre de 2019","NUTSIII"
"2400","1861211","Monforte",NA,"-","Dado nulo ou não aplicável","Monforte","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821211","2.º Semestre de 2019","NUTSIII"
"2401","1861212","Nisa",NA,"-","Dado nulo ou não aplicável","Nisa","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821212","2.º Semestre de 2019","NUTSIII"
"2402","1861213","Ponte de Sor",3.45,"","","Ponte de Sor","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821213","2.º Semestre de 2019","NUTSIII"
"2403","1861214","Portalegre",2.57,"","","Portalegre","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1821214","2.º Semestre de 2019","NUTSIII"
"2404","1861215","Sousel",NA,"-","Dado nulo ou não aplicável","Sousel","Alentejo","Alto Alentejo","ULS Norte Alentejano","Continente","Alentejo","1831215","2.º Semestre de 2019","NUTSIII"
"2405","1870701","Alandroal",NA,"-","Dado nulo ou não aplicável","Alandroal","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830701","2.º Semestre de 2019","NUTSIII"
"2406","1870702","Arraiolos",3.53,"","","Arraiolos","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830702","2.º Semestre de 2019","NUTSIII"
"2407","1870703","Borba",2.24,"","","Borba","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830703","2.º Semestre de 2019","NUTSIII"
"2408","1870704","Estremoz",2.97,"","","Estremoz","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830704","2.º Semestre de 2019","NUTSIII"
"2409","1870705","Évora",5.23,"","","Évora","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830705","2.º Semestre de 2019","NUTSIII"
"2410","1870706","Montemor-o-Novo",3.38,"","","Montemor-o-Novo","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830706","2.º Semestre de 2019","NUTSIII"
"2411","1870707","Mora",NA,"-","Dado nulo ou não aplicável","Mora","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1820707","2.º Semestre de 2019","NUTSIII"
"2412","1870708","Mourão",NA,"-","Dado nulo ou não aplicável","Mourão","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830708","2.º Semestre de 2019","NUTSIII"
"2413","1870709","Portel",NA,"-","Dado nulo ou não aplicável","Portel","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830709","2.º Semestre de 2019","NUTSIII"
"2414","1870710","Redondo",NA,"-","Dado nulo ou não aplicável","Redondo","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830710","2.º Semestre de 2019","NUTSIII"
"2415","1870711","Reguengos de Monsaraz",3.24,"","","Reguengos de Monsaraz","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830711","2.º Semestre de 2019","NUTSIII"
"2416","1870712","Vendas Novas",3.59,"","","Vendas Novas","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830712","2.º Semestre de 2019","NUTSIII"
"2417","1870713","Viana do Alentejo",NA,"-","Dado nulo ou não aplicável","Viana do Alentejo","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830713","2.º Semestre de 2019","NUTSIII"
"2418","1870714","Vila Viçosa",2.66,"","","Vila Viçosa","Alentejo","Alentejo Central","ACeS Alentejo Central","Continente","Alentejo","1830714","2.º Semestre de 2019","NUTSIII"
"2419","1500801","Albufeira",7.03,"","","Albufeira","Algarve","Algarve","ACeS Central","Continente","Algarve","1500801","2.º Semestre de 2019","NUTSIII"
"2420","1500802","Alcoutim",NA,"-","Dado nulo ou não aplicável","Alcoutim","Algarve","Algarve","ACeS Sotavento","Continente","Algarve","1500802","2.º Semestre de 2019","NUTSIII"
"2421","1500803","Aljezur",5.7,"","","Aljezur","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500803","2.º Semestre de 2019","NUTSIII"
"2422","1500804","Castro Marim",6.79,"","","Castro Marim","Algarve","Algarve","ACeS Sotavento","Continente","Algarve","1500804","2.º Semestre de 2019","NUTSIII"
"2423","1500805","Faro",6.19,"","","Faro","Algarve","Algarve","ACeS Central","Continente","Algarve","1500805","2.º Semestre de 2019","NUTSIII"
"2424","1500806","Lagoa",5.52,"","","Lagoa","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500806","2.º Semestre de 2019","NUTSIII"
"2425","1500807","Lagos",6.76,"","","Lagos","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500807","2.º Semestre de 2019","NUTSIII"
"2426","1500808","Loulé",7.03,"","","Loulé","Algarve","Algarve","ACeS Central","Continente","Algarve","1500808","2.º Semestre de 2019","NUTSIII"
"2427","1500809","Monchique",NA,"-","Dado nulo ou não aplicável","Monchique","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500809","2.º Semestre de 2019","NUTSIII"
"2428","1500810","Olhão",5,"","","Olhão","Algarve","Algarve","ACeS Central","Continente","Algarve","1500810","2.º Semestre de 2019","NUTSIII"
"2429","1500811","Portimão",6.46,"","","Portimão","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500811","2.º Semestre de 2019","NUTSIII"
"2430","1500812","São Brás de Alportel",3.96,"","","São Brás de Alportel","Algarve","Algarve","ACeS Central","Continente","Algarve","1500812","2.º Semestre de 2019","NUTSIII"
"2431","1500813","Silves",5.49,"","","Silves","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500813","2.º Semestre de 2019","NUTSIII"
"2432","1500814","Tavira",6.21,"","","Tavira","Algarve","Algarve","ACeS Sotavento","Continente","Algarve","1500814","2.º Semestre de 2019","NUTSIII"
"2433","1500815","Vila do Bispo",5.36,"","","Vila do Bispo","Algarve","Algarve","ACeS Barlavento","Continente","Algarve","1500815","2.º Semestre de 2019","NUTSIII"
"2434","1500816","Vila Real de Santo António",6.39,"","","Vila Real de Santo António","Algarve","Algarve","ACeS Sotavento","Continente","Algarve","1500816","2.º Semestre de 2019","NUTSIII"
"2435","2004301","Angra do Heroísmo",3.63,"","","Angra do Heroísmo","Açores","Região Autónoma dos Açores","USI Terceira","Região Autónoma dos Açores","Região Autónoma dos Açores","2004301","2.º Semestre de 2019","NUTSIII"
"2436","2004501","Calheta",NA,"-","Dado nulo ou não aplicável","Calheta [R.A. Açores]","Açores","Região Autónoma dos Açores","USI São Jorge","Região Autónoma dos Açores","Região Autónoma dos Açores","2004501","2.º Semestre de 2019","NUTSIII"
"2437","2004901","Corvo",NA,"-","Dado nulo ou não aplicável","Corvo","Açores","Região Autónoma dos Açores","USI Corvo","Região Autónoma dos Açores","Região Autónoma dos Açores","2004901","2.º Semestre de 2019","NUTSIII"
"2438","2004701","Horta",2.7,"","","Horta","Açores","Região Autónoma dos Açores","USI Faial","Região Autónoma dos Açores","Região Autónoma dos Açores","2004701","2.º Semestre de 2019","NUTSIII"
"2439","2004201","Lagoa",4.31,"","","Lagoa [R.A. Açores]","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004201","2.º Semestre de 2019","NUTSIII"
"2440","2004801","Lajes das Flores",NA,"-","Dado nulo ou não aplicável","Lajes das Flores","Açores","Região Autónoma dos Açores","USI Flores","Região Autónoma dos Açores","Região Autónoma dos Açores","2004801","2.º Semestre de 2019","NUTSIII"
"2441","2004601","Lajes do Pico",NA,"-","Dado nulo ou não aplicável","Lajes do Pico","Açores","Região Autónoma dos Açores","USI Pico","Região Autónoma dos Açores","Região Autónoma dos Açores","2004601","2.º Semestre de 2019","NUTSIII"
"2442","2004602","Madalena",NA,"-","Dado nulo ou não aplicável","Madalena","Açores","Região Autónoma dos Açores","USI Pico","Região Autónoma dos Açores","Região Autónoma dos Açores","2004602","2.º Semestre de 2019","NUTSIII"
"2443","2004202","Nordeste",NA,"-","Dado nulo ou não aplicável","Nordeste","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004202","2.º Semestre de 2019","NUTSIII"
"2444","2004203","Ponta Delgada",4.69,"","","Ponta Delgada","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004203","2.º Semestre de 2019","NUTSIII"
"2445","2004204","Povoação",NA,"-","Dado nulo ou não aplicável","Povoação","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004204","2.º Semestre de 2019","NUTSIII"
"2446","2004205","Ribeira Grande",3.62,"","","Ribeira Grande","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004205","2.º Semestre de 2019","NUTSIII"
"2447","2004401","Santa Cruz da Graciosa",NA,"-","Dado nulo ou não aplicável","Santa Cruz da Graciosa","Açores","Região Autónoma dos Açores","USI Graciosa","Região Autónoma dos Açores","Região Autónoma dos Açores","2004401","2.º Semestre de 2019","NUTSIII"
"2448","2004802","Santa Cruz das Flores",NA,"-","Dado nulo ou não aplicável","Santa Cruz das Flores","Açores","Região Autónoma dos Açores","USI Flores","Região Autónoma dos Açores","Região Autónoma dos Açores","2004802","2.º Semestre de 2019","NUTSIII"
"2449","2004603","São Roque do Pico",NA,"-","Dado nulo ou não aplicável","São Roque do Pico","Açores","Região Autónoma dos Açores","USI Pico","Região Autónoma dos Açores","Região Autónoma dos Açores","2004603","2.º Semestre de 2019","NUTSIII"
"2450","2004502","Velas",NA,"-","Dado nulo ou não aplicável","Velas","Açores","Região Autónoma dos Açores","USI São Jorge","Região Autónoma dos Açores","Região Autónoma dos Açores","2004502","2.º Semestre de 2019","NUTSIII"
"2451","2004302","Vila da Praia da Vitória",4.29,"","","Vila da Praia da Vitória","Açores","Região Autónoma dos Açores","USI Terceira","Região Autónoma dos Açores","Região Autónoma dos Açores","2004302","2.º Semestre de 2019","NUTSIII"
"2452","2004101","Vila do Porto",NA,"-","Dado nulo ou não aplicável","Vila do Porto","Açores","Região Autónoma dos Açores","USI Santa Maria","Região Autónoma dos Açores","Região Autónoma dos Açores","2004101","2.º Semestre de 2019","NUTSIII"
"2453","2004206","Vila Franca do Campo",NA,"-","Dado nulo ou não aplicável","Vila Franca do Campo","Açores","Região Autónoma dos Açores","USI São Miguel","Região Autónoma dos Açores","Região Autónoma dos Açores","2004206","2.º Semestre de 2019","NUTSIII"
"2454","3003101","Calheta",NA,"-","Dado nulo ou não aplicável","Calheta [R.A. Madeira]","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003101","2.º Semestre de 2019","NUTSIII"
"2455","3003102","Câmara de Lobos",4.64,"","","Câmara de Lobos","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003102","2.º Semestre de 2019","NUTSIII"
"2456","3003103","Funchal",6.82,"","","Funchal","Madeira","Região Autónoma da Madeira","ACeS Funchal","Região Autónoma da Madeira","Região Autónoma da Madeira","3003103","2.º Semestre de 2019","NUTSIII"
"2457","3003104","Machico",4.42,"","","Machico","Madeira","Região Autónoma da Madeira","ACeS Madeira Este","Região Autónoma da Madeira","Região Autónoma da Madeira","3003104","2.º Semestre de 2019","NUTSIII"
"2458","3003105","Ponta do Sol",NA,"-","Dado nulo ou não aplicável","Ponta do Sol","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003105","2.º Semestre de 2019","NUTSIII"
"2459","3003106","Porto Moniz",NA,"-","Dado nulo ou não aplicável","Porto Moniz","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003106","2.º Semestre de 2019","NUTSIII"
"2460","3003201","Porto Santo",NA,"-","Dado nulo ou não aplicável","Porto Santo","Madeira","Região Autónoma da Madeira","ACeS Porto Santo","Região Autónoma da Madeira","Região Autónoma da Madeira","3003201","2.º Semestre de 2019","NUTSIII"
"2461","3003107","Ribeira Brava",NA,"-","Dado nulo ou não aplicável","Ribeira Brava","Madeira","Região Autónoma da Madeira","ACeS Madeira Oeste","Região Autónoma da Madeira","Região Autónoma da Madeira","3003107","2.º Semestre de 2019","NUTSIII"
"2462","3003108","Santa Cruz",5.4,"","","Santa Cruz","Madeira","Região Autónoma da Madeira","ACeS Madeira Este","Região Autónoma da Madeira","Região Autónoma da Madeira","3003108","2.º Semestre de 2019","NUTSIII"
