geocod,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,valor
1602,Caminha,1,H,47,46 anos,102
1602,Caminha,1,H,35,34 anos,59
1602,Caminha,1,H,77,76 anos,89
1602,Caminha,1,H,16,15 anos,51
1602,Caminha,1,H,83,82 anos,60
1602,Caminha,1,H,84,83 anos,46
1602,Caminha,1,H,52,51 anos,111
1602,Caminha,1,H,13,12 anos,64
1602,Caminha,1,H,22,21 anos,71
1602,Caminha,1,H,96,95 anos,1
1602,Caminha,1,H,39,38 anos,96
1602,Caminha,1,H,29,28 anos,67
1602,Caminha,1,H,18,17 anos,59
1602,Caminha,1,H,88,87 anos,25
1602,Caminha,2,M,46,45 anos,122
1602,Caminha,2,M,53,52 anos,125
1602,Caminha,2,M,42,41 anos,88
1602,Caminha,2,M,7,6 anos,51
1602,Caminha,2,M,22,21 anos,82
1602,Caminha,2,M,67,66 anos,125
1602,Caminha,2,M,78,77 anos,101
1602,Caminha,2,M,54,53 anos,114
1602,Caminha,2,M,87,86 anos,69
1602,Caminha,2,M,23,22 anos,71
1602,Caminha,2,M,49,48 anos,120
1602,Caminha,T,HM,75,74 anos,189
1602,Caminha,T,HM,20,19 anos,126
1602,Caminha,T,HM,3,2 anos,115
1602,Caminha,T,HM,8,7 anos,126
1602,Caminha,T,HM,53,52 anos,211
1602,Caminha,T,HM,T,Total,15797
1602,Caminha,T,HM,98,97 anos,8
1602,Caminha,1,H,87,86 anos,40
1602,Caminha,1,H,31,30 anos,70
1602,Caminha,1,H,43,42 anos,107
1602,Caminha,1,H,15,14 anos,75
1602,Caminha,1,H,37,36 anos,83
1602,Caminha,1,H,53,52 anos,86
1602,Caminha,1,H,1,Menos de 1 ano,42
1602,Caminha,1,H,30,29 anos,65
1602,Caminha,1,H,27,26 anos,78
1602,Caminha,1,H,T,Total,7345
1602,Caminha,1,H,72,71 anos,111
1602,Caminha,1,H,46,45 anos,95
1602,Caminha,1,H,93,92 anos,14
1602,Caminha,1,H,59,58 anos,114
1602,Caminha,2,M,63,62 anos,136
1602,Caminha,2,M,6,5 anos,76
1602,Caminha,2,M,16,15 anos,52
1602,Caminha,2,M,12,11 anos,64
1602,Caminha,2,M,85,84 anos,77
1602,Caminha,2,M,14,13 anos,58
1602,Caminha,2,M,88,87 anos,68
1602,Caminha,2,M,69,68 anos,129
1602,Caminha,2,M,30,29 anos,78
1602,Caminha,2,M,76,75 anos,134
1602,Caminha,2,M,52,51 anos,128
1602,Caminha,2,M,38,37 anos,93
1602,Caminha,2,M,50,49 anos,120
1602,Caminha,2,M,35,34 anos,81
1602,Caminha,2,M,80,79 anos,71
1602,Caminha,2,M,71,70 anos,134
1602,Caminha,2,M,51,50 anos,111
1602,Caminha,2,M,58,57 anos,127
1602,Caminha,1,H,6,5 anos,49
1602,Caminha,1,H,69,68 anos,95
1602,Caminha,1,H,81,80 anos,68
1602,Caminha,1,H,51,50 anos,97
1602,Caminha,1,H,60,59 anos,103
1602,Caminha,1,H,85,84 anos,42
1602,Caminha,1,H,63,62 anos,116
1602,Caminha,1,H,48,47 anos,88
1602,Caminha,1,H,24,23 anos,80
1602,Caminha,1,H,61,60 anos,118
1602,Caminha,1,H,10,9 anos,65
1602,Caminha,1,H,71,70 anos,107
1602,Caminha,1,H,34,33 anos,73
1602,Caminha,2,M,83,82 anos,83
1602,Caminha,2,M,66,65 anos,142
1602,Caminha,2,M,94,93 anos,24
1602,Caminha,2,M,11,10 anos,65
1602,Caminha,2,M,97,96 anos,14
1602,Caminha,2,M,59,58 anos,138
1602,Caminha,2,M,20,19 anos,65
1602,Caminha,2,M,36,35 anos,79
1602,Caminha,T,HM,32,31 anos,135
1602,Caminha,T,HM,95,94 anos,21
1602,Caminha,T,HM,67,66 anos,222
1602,Caminha,T,HM,80,79 anos,138
1602,Caminha,T,HM,43,42 anos,227
1602,Caminha,T,HM,28,27 anos,127
1602,Caminha,T,HM,30,29 anos,143
1602,Caminha,T,HM,60,59 anos,236
1602,Caminha,T,HM,17,16 anos,140
1602,Caminha,T,HM,12,11 anos,129
1602,Caminha,T,HM,79,78 anos,210
1602,Caminha,T,HM,100,99 anos,3
1602,Caminha,1,H,79,78 anos,83
1602,Caminha,1,H,91,90 anos,17
1602,Caminha,1,H,21,20 anos,75
1602,Caminha,1,H,17,16 anos,77
1602,Caminha,1,H,68,67 anos,130
1602,Caminha,1,H,5,4 anos,46
1602,Caminha,1,H,76,75 anos,86
1602,Caminha,1,H,58,57 anos,106
1602,Caminha,1,H,7,6 anos,55
1602,Caminha,1,H,66,65 anos,117
1602,Caminha,1,H,26,25 anos,77
1602,Caminha,1,H,67,66 anos,97
1602,Caminha,2,M,95,94 anos,15
1602,Caminha,2,M,99,98 anos,4
1602,Caminha,2,M,100,99 anos,2
1602,Caminha,2,M,90,89 anos,37
1602,Caminha,2,M,24,23 anos,76
1602,Caminha,2,M,91,90 anos,53
1602,Caminha,2,M,32,31 anos,61
1602,Caminha,2,M,65,64 anos,137
1602,Caminha,2,M,40,39 anos,102
1602,Caminha,2,M,33,32 anos,79
1602,Caminha,2,M,47,46 anos,129
1602,Caminha,2,M,10,9 anos,31
1602,Caminha,T,HM,24,23 anos,156
1602,Caminha,T,HM,5,4 anos,89
