Código;Disponível no Portal;Código de difusão;Data de entrada em uso;Data do último carregamento
10249;Sim;2683;26/09/2012;26/09/2012
10250;Sim;2684;27/09/2012;27/09/2012
10251;Sim;2687;27/09/2012;27/09/2012
10252;Sim;2688;27/09/2012;27/09/2012
10253;Sim;2689;30/10/2012;30/10/2012
10254;Sim;2690;27/09/2012;27/09/2012
10255;Sim;2677;27/09/2012;27/09/2012
10256;Sim;2678;27/09/2012;27/09/2012
10257;Sim;2729;27/09/2012;27/09/2012
10258;Sim;2730;27/09/2012;27/09/2012
10259;Sim;6628;31/05/2016;31/05/2016
10260;Sim;6629;13/05/2016;13/05/2016
10261;Sim;6630;13/05/2016;13/05/2016
10262;Sim;7243;23/05/2016;23/05/2016
10263;Sim;6631;16/05/2016;16/05/2016
10264;Sim;6626;31/05/2016;31/05/2016
10265;Sim;6627;25/05/2016;25/05/2016
10266;Sim;6634;13/02/2015;13/02/2015
10267;Sim;2733;27/09/2012;27/09/2012
10268;Sim;2734;27/09/2012;27/09/2012
10269;Sim;2735;27/09/2012;27/09/2012
10270;Sim;2736;27/09/2012;27/09/2012
10271;Sim;5848;27/09/2012;27/09/2012
10272;Sim;5849;27/09/2012;27/09/2012
10273;Sim;5860;27/09/2012;27/09/2012
10274;Sim;5861;27/09/2012;27/09/2012
10275;Sim;5858;27/09/2012;27/09/2012
10276;Sim;5859;27/09/2012;27/09/2012
10277;Sim;5854;27/09/2012;27/09/2012
10278;Sim;5855;27/09/2012;27/09/2012
10279;Sim;5842;27/09/2012;27/09/2012
10280;Sim;5843;27/09/2012;27/09/2012
10281;Sim;5862;27/09/2012;27/09/2012
10282;Sim;5863;27/09/2012;27/09/2012
10283;Sim;5850;27/09/2012;27/09/2012
10284;Sim;5851;27/09/2012;27/09/2012
10285;Sim;5852;27/09/2012;27/09/2012
10286;Sim;5853;27/09/2012;27/09/2012
10287;Sim;5921;27/09/2012;27/09/2012
10288;Sim;5922;27/09/2012;27/09/2012
10289;Sim;5905;27/09/2012;27/09/2012
10290;Sim;5906;27/09/2012;27/09/2012
10291;Sim;5909;27/09/2012;27/09/2012
10292;Sim;5910;27/09/2012;27/09/2012
10293;Sim;5911;27/09/2012;27/09/2012
10294;Sim;5912;27/09/2012;27/09/2012
10295;Sim;5923;27/09/2012;27/09/2012
10296;Sim;5924;27/09/2012;27/09/2012
10297;Sim;5927;27/09/2012;27/09/2012
10298;Sim;5928;27/09/2012;27/09/2012
10299;Sim;5929;27/09/2012;27/09/2012
10300;Sim;5930;27/09/2012;27/09/2012
10301;Não;;;
10302;Não;;;
10303;Não;;;
10304;Não;;;
10305;Não;;;
10306;Não;;;
10307;Não;;;
10308;Não;;;
10309;Não;;;
10310;Não;;;
10311;Não;;;
10312;Não;;;
10313;Não;;;
10314;Não;;;
10315;Não;;;
10316;Não;;;
10317;Não;;;
10318;Não;;;
10319;Não;;;
10320;Não;;;
10321;Não;;;
10322;Sim;7105;08/03/2013;08/03/2013
10323;Sim;7106;08/03/2013;08/03/2013
10324;Sim;7107;08/03/2013;08/03/2013
10325;Sim;7108;08/03/2013;08/03/2013
10326;Não;;;
10327;Sim;7109;08/03/2013;08/03/2013
10328;Não;;;
10329;Sim;7110;08/03/2013;08/03/2013
10330;Sim;7119;08/03/2013;08/03/2013
10331;Sim;7120;08/03/2013;08/03/2013
10332;Sim;7121;08/03/2013;08/03/2013
10333;Sim;7122;08/03/2013;08/03/2013
10334;Sim;7123;08/03/2013;08/03/2013
10335;Sim;7124;08/03/2013;08/03/2013
10336;Sim;6932;30/03/2021;30/03/2021
10337;Sim;6933;24/01/2020;24/01/2020
10338;Sim;6934;30/03/2021;30/03/2021
10339;Sim;6935;24/01/2020;24/01/2020
10340;Sim;6936;26/10/2015;26/10/2015
10341;Não;;;
10342;Não;;;
10343;Sim;7111;08/03/2013;08/03/2013
10344;Sim;7112;08/03/2013;08/03/2013
10345;Sim;7113;08/03/2013;08/03/2013
10346;Sim;7114;08/03/2013;08/03/2013
10347;Sim;7115;08/03/2013;08/03/2013
10348;Sim;7116;08/03/2013;08/03/2013
10349;Sim;7117;08/03/2013;08/03/2013
10350;Sim;7118;08/03/2013;08/03/2013
10351;Sim;6632;21/06/2016;21/06/2016
10353;Sim;6636;16/07/2015;16/07/2015
10354;Sim;6637;25/02/2015;25/02/2015
10355;Sim;6638;16/07/2015;16/07/2015
10357;Sim;6639;25/02/2015;25/02/2015
10358;Sim;6640;25/02/2015;25/02/2015
10359;Sim;6808;26/06/2015;26/06/2015
10360;Sim;6809;26/06/2015;26/06/2015
10361;Sim;6771;28/11/2012;28/11/2012
10362;Sim;6656;12/10/2015;12/10/2015
10363;Sim;6657;23/10/2020;23/10/2020
10364;Sim;6658;23/10/2020;23/10/2020
10365;Sim;6659;23/10/2020;23/10/2020
10366;Sim;6660;23/10/2020;23/10/2020
10367;Sim;6661;29/10/2020;29/10/2020
10368;Sim;6662;23/10/2020;23/10/2020
10369;Sim;5216;23/10/2020;23/10/2020
10370;Sim;6641;12/10/2015;12/10/2015
10371;Sim;6642;12/10/2015;12/10/2015
10372;Sim;6643;12/10/2015;12/10/2015
10373;Sim;6644;12/10/2015;12/10/2015
10374;Sim;6645;12/10/2015;12/10/2015
10375;Sim;6646;12/10/2015;12/10/2015
10376;Sim;6649;23/10/2020;23/10/2020
10377;Sim;6650;23/10/2020;23/10/2020
10378;Sim;6651;23/10/2020;23/10/2020
10379;Sim;6652;23/10/2020;23/10/2020
10380;Sim;6653;06/10/2015;06/10/2015
10381;Sim;6654;06/10/2015;06/10/2015
10382;Sim;6663;25/11/2015;25/11/2015
10383;Sim;6664;25/11/2015;25/11/2015
10384;Sim;6665;25/11/2015;25/11/2015
10385;Sim;6666;25/11/2015;25/11/2015
10386;Sim;6667;25/11/2015;25/11/2015
10387;Sim;6668;25/11/2015;25/11/2015
10388;Sim;6669;25/11/2015;25/11/2015
10389;Sim;6670;25/11/2015;25/11/2015
10390;Sim;6671;29/10/2012;29/10/2012
10391;Sim;6672;29/10/2012;29/10/2012
10392;Sim;6775;25/11/2015;25/11/2015
10393;Sim;6776;25/11/2015;25/11/2015
10394;Sim;6673;29/10/2012;29/10/2012
10395;Sim;6674;09/11/2012;09/11/2012
10396;Sim;6675;09/11/2012;09/11/2012
10397;Sim;6676;09/11/2012;09/11/2012
10398;Sim;6677;14/04/2020;14/04/2020
10399;Sim;6678;14/04/2020;14/04/2020
10400;Sim;6679;14/04/2020;14/04/2020
10401;Sim;6680;14/04/2020;14/04/2020
10402;Sim;6681;14/04/2020;14/04/2020
10403;Sim;6682;27/04/2021;27/04/2021
10404;Sim;6655;23/10/2020;23/10/2020
10405;Sim;6735;19/11/2012;19/11/2012
10406;Sim;7001;28/01/2013;28/01/2013
10408;Sim;7071;18/02/2013;18/02/2013
10410;Sim;6739;27/01/2023;27/01/2023
10411;Sim;6740;27/01/2023;27/01/2023
10412;Sim;6741;27/01/2023;27/01/2023
10415;Sim;6744;25/11/2015;25/11/2015
10416;Sim;6745;25/11/2015;25/11/2015
10417;Sim;6746;22/11/2012;22/11/2012
10418;Sim;6747;22/11/2012;22/11/2012
10419;Sim;6748;22/11/2012;22/11/2012
10420;Sim;6749;25/11/2015;25/11/2015
10421;Sim;6750;25/11/2015;25/11/2015
10422;Sim;6751;22/11/2012;22/11/2012
10423;Sim;6752;22/11/2012;22/11/2012
10425;Sim;6754;27/01/2023;27/01/2023
10426;Sim;6755;27/01/2023;27/01/2023
10427;Sim;6756;27/01/2023;27/01/2023
10428;Sim;6757;27/01/2023;27/01/2023
10429;Sim;6758;27/01/2023;27/01/2023
10430;Sim;6759;27/01/2023;27/01/2023
10431;Sim;6760;27/01/2023;27/01/2023
10438;Sim;6764;22/11/2012;22/11/2012
10439;Sim;6765;22/11/2012;22/11/2012
10440;Sim;6766;22/11/2012;22/11/2012
10444;Sim;6767;27/01/2023;27/01/2023
10445;Sim;6768;27/01/2023;27/01/2023
10449;Sim;7072;18/02/2013;18/02/2013
10450;Sim;7073;18/02/2013;18/02/2013
10451;Sim;6705;13/01/2015;13/01/2015
10452;Sim;6738;27/01/2023;27/01/2023
10453;Sim;6742;27/01/2023;27/01/2023
10454;Sim;6743;27/01/2023;27/01/2023
10455;Sim;6753;22/11/2012;22/11/2012
10456;Sim;4153;13/04/2016;13/04/2016
10457;Sim;4154;13/04/2016;13/04/2016
10458;Sim;4220;13/01/2015;13/01/2015
10459;Sim;4221;13/01/2015;13/01/2015
10460;Sim;4222;23/03/2018;23/03/2018
10461;Sim;4223;13/01/2015;13/01/2015
10462;Sim;4224;13/01/2015;13/01/2015
10463;Sim;4227;15/07/2014;15/07/2014
10464;Sim;4225;31/05/2016;31/05/2016
10465;Sim;4226;25/05/2016;25/05/2016
10466;Sim;6729;13/11/2012;13/11/2012
10467;Sim;6707;27/01/2016;27/01/2016
10468;Sim;6706;27/01/2016;27/01/2016
10469;Sim;6635;16/07/2015;16/07/2015
10470;Sim;6715;25/02/2015;25/02/2015
10471;Sim;6716;25/02/2015;25/02/2015
10472;Sim;6717;25/02/2015;25/02/2015
10474;Sim;6734;13/11/2012;13/11/2012
10475;Sim;6881;20/12/2012;20/12/2012
10476;Sim;6882;20/12/2012;20/12/2012
10477;Sim;6778;30/11/2012;30/11/2012
10478;Sim;6777;30/11/2012;30/11/2012
10480;Não;;;
10481;Não;;;
10494;Sim;6798;18/07/2014;18/07/2014
10495;Sim;6799;18/07/2014;18/07/2014
10496;Sim;6800;16/03/2016;16/03/2016
10497;Sim;6801;16/03/2016;16/03/2016
10498;Sim;6802;16/03/2016;16/03/2016
10499;Sim;6806;16/03/2016;16/03/2016
10500;Sim;6803;16/03/2016;16/03/2016
10501;Sim;6804;16/03/2016;16/03/2016
10502;Sim;6805;16/03/2016;16/03/2016
10503;Sim;6807;26/05/2014;26/05/2014
10504;Sim;6823;25/11/2015;25/11/2015
10505;Sim;6824;25/11/2015;25/11/2015
10506;Sim;6825;25/11/2015;25/11/2015
10507;Sim;6826;07/12/2012;07/12/2012
10508;Sim;6827;07/12/2012;07/12/2012
10509;Sim;6828;07/12/2012;07/12/2012
10510;Sim;6829;27/01/2023;27/01/2023
10511;Sim;6830;27/01/2023;27/01/2023
10512;Sim;6831;27/01/2023;27/01/2023
10513;Sim;6832;25/11/2015;25/11/2015
10514;Sim;6833;25/11/2015;25/11/2015
10515;Sim;6834;25/11/2015;25/11/2015
10516;Sim;6835;25/11/2015;25/11/2015
10517;Sim;6836;25/11/2015;25/11/2015
10518;Sim;6810;25/11/2015;25/11/2015
10519;Sim;6811;07/12/2012;07/12/2012
10520;Sim;6812;07/12/2012;07/12/2012
10521;Sim;6813;07/12/2012;07/12/2012
10522;Sim;6814;25/11/2015;25/11/2015
10523;Sim;6815;25/11/2015;25/11/2015
10524;Sim;6816;25/11/2015;25/11/2015
10525;Sim;6837;08/04/2022;08/04/2022
10526;Sim;6838;08/04/2022;08/04/2022
10527;Sim;6839;08/04/2022;08/04/2022
10528;Sim;6840;08/04/2022;08/04/2022
10529;Sim;6841;08/04/2022;08/04/2022
10530;Sim;6842;08/04/2022;08/04/2022
10531;Sim;6843;08/04/2022;08/04/2022
10532;Sim;6844;08/04/2022;08/04/2022
10533;Sim;6845;08/04/2022;08/04/2022
10534;Sim;6846;08/04/2022;08/04/2022
10535;Sim;6851;31/05/2022;31/05/2022
10537;Sim;6852;31/05/2022;31/05/2022
10538;Sim;6853;31/05/2022;31/05/2022
10539;Sim;6854;31/05/2022;31/05/2022
10540;Sim;6855;31/05/2022;31/05/2022
10541;Sim;6856;31/05/2022;31/05/2022
10542;Sim;6857;31/05/2022;31/05/2022
10543;Sim;6858;17/12/2012;17/12/2012
10544;Sim;6859;10/11/2022;10/11/2022
10545;Sim;6860;17/12/2012;17/12/2012
10546;Sim;6861;31/05/2022;31/05/2022
10547;Sim;6862;31/05/2022;31/05/2022
10548;Sim;6863;31/05/2022;31/05/2022
10549;Sim;6864;31/05/2022;31/05/2022
10550;Sim;6865;18/12/2012;18/12/2012
10551;Sim;6866;31/05/2022;31/05/2022
10552;Sim;7333;26/10/2015;26/10/2015
10553;Sim;6867;31/05/2022;31/05/2022
10554;Sim;7334;01/08/2013;01/08/2013
10555;Sim;6868;31/05/2022;31/05/2022
10556;Sim;6869;31/05/2022;31/05/2022
10557;Sim;6870;31/05/2022;31/05/2022
10558;Sim;6871;31/05/2022;31/05/2022
10559;Sim;6872;31/05/2022;31/05/2022
10560;Sim;6873;31/05/2022;31/05/2022
10563;Sim;6847;15/02/2016;15/02/2016
10564;Sim;6848;15/02/2016;15/02/2016
10565;Sim;6849;16/04/2013;16/04/2013
10566;Sim;6850;17/12/2012;17/12/2012
10567;Sim;6883;15/02/2016;15/02/2016
10568;Sim;6884;15/02/2016;15/02/2016
10569;Sim;6885;15/02/2016;15/02/2016
10570;Sim;6886;15/02/2016;15/02/2016
10571;Sim;6887;15/02/2016;15/02/2016
10572;Sim;6888;15/02/2016;15/02/2016
10573;Sim;6889;18/01/2013;18/01/2013
10574;Sim;6906;18/03/2015;18/03/2015
10575;Sim;6907;05/01/2017;05/01/2017
10576;Sim;6908;26/12/2012;26/12/2012
10577;Sim;6909;18/03/2015;18/03/2015
10578;Sim;6910;18/03/2015;18/03/2015
10579;Sim;6911;05/01/2017;05/01/2017
10580;Sim;6912;26/12/2012;26/12/2012
10581;Sim;6913;18/03/2015;18/03/2015
10582;Sim;6914;15/02/2016;15/02/2016
10583;Sim;6915;05/01/2017;05/01/2017
10584;Sim;6916;15/02/2016;15/02/2016
10585;Sim;6917;15/02/2016;15/02/2016
10586;Sim;6890;21/12/2012;21/12/2012
10587;Sim;6891;21/12/2012;21/12/2012
10588;Sim;6892;21/12/2012;21/12/2012
10589;Sim;6893;21/12/2012;21/12/2012
10590;Sim;6894;21/12/2012;21/12/2012
10591;Sim;6895;21/12/2012;21/12/2012
10592;Sim;6896;21/12/2012;21/12/2012
10593;Sim;6897;21/12/2012;21/12/2012
10594;Sim;6898;21/12/2012;21/12/2012
10595;Sim;6899;21/12/2012;21/12/2012
10596;Sim;6900;21/12/2012;21/12/2012
10597;Sim;6901;21/12/2012;21/12/2012
10602;Sim;6918;19/12/2014;19/12/2014
10603;Sim;6919;19/12/2014;19/12/2014
10604;Sim;6920;19/12/2014;19/12/2014
10605;Sim;6921;19/12/2014;19/12/2014
10606;Sim;6922;19/12/2014;19/12/2014
10607;Sim;6923;19/12/2014;19/12/2014
10608;Sim;6937;13/12/2013;13/12/2013
10609;Sim;6941;21/09/2015;21/09/2015
10610;Sim;6938;13/12/2013;13/12/2013
10611;Sim;6949;21/09/2015;21/09/2015
10612;Sim;6939;13/12/2013;13/12/2013
10613;Sim;6942;21/09/2015;21/09/2015
10614;Sim;6940;13/12/2013;13/12/2013
10615;Sim;6943;21/09/2015;21/09/2015
10616;Sim;6945;13/12/2013;13/12/2013
10617;Sim;6948;21/09/2015;21/09/2015
10618;Sim;6946;13/12/2013;13/12/2013
10619;Sim;6944;21/09/2015;21/09/2015
10620;Sim;6947;13/12/2013;13/12/2013
10621;Sim;6950;21/09/2015;21/09/2015
10622;Sim;7142;13/03/2013;13/03/2013
10623;Sim;7143;13/03/2013;13/03/2013
10624;Sim;7144;21/04/2017;21/04/2017
10625;Sim;7145;13/03/2013;13/03/2013
10626;Sim;7146;13/03/2013;13/03/2013
10627;Sim;6951;21/09/2015;21/09/2015
10628;Sim;6952;13/12/2013;13/12/2013
10629;Sim;6953;21/09/2015;21/09/2015
10630;Sim;6954;13/12/2013;13/12/2013
10631;Sim;6955;21/09/2015;21/09/2015
10632;Sim;6956;13/12/2013;13/12/2013
10633;Sim;6957;21/09/2015;21/09/2015
10634;Sim;6958;13/12/2013;13/12/2013
10635;Sim;6959;21/09/2015;21/09/2015
10636;Sim;6960;13/12/2013;13/12/2013
10637;Sim;7125;08/03/2013;08/03/2013
10638;Sim;7000;23/01/2017;23/01/2017
10639;Sim;7147;13/03/2013;13/03/2013
10640;Sim;7148;13/03/2013;13/03/2013
10641;Sim;7149;13/03/2013;13/03/2013
10642;Sim;7150;13/03/2013;13/03/2013
10643;Sim;7151;13/03/2013;13/03/2013
10644;Sim;7152;13/03/2013;13/03/2013
10645;Sim;7028;20/01/2015;20/01/2015
10646;Sim;7224;13/01/2015;13/01/2015
10647;Sim;7225;19/03/2013;19/03/2013
10648;Sim;7226;19/03/2013;19/03/2013
10649;Sim;7227;19/03/2013;19/03/2013
10650;Sim;7228;19/03/2013;19/03/2013
10651;Sim;7186;19/03/2013;19/03/2013
10652;Sim;7187;19/03/2013;19/03/2013
10653;Sim;7188;19/03/2013;19/03/2013
10654;Sim;7189;19/03/2013;19/03/2013
10655;Sim;7190;19/03/2013;19/03/2013
10656;Sim;7191;19/03/2013;19/03/2013
10657;Sim;7192;19/03/2013;19/03/2013
10658;Sim;7193;19/03/2013;19/03/2013
10659;Sim;7194;19/03/2013;19/03/2013
10660;Sim;7195;19/03/2013;19/03/2013
10661;Sim;7196;19/03/2013;19/03/2013
10662;Sim;7197;19/03/2013;19/03/2013
10663;Sim;7198;19/03/2013;19/03/2013
10664;Sim;7199;19/03/2013;19/03/2013
10665;Sim;7200;19/03/2013;19/03/2013
10666;Sim;7201;19/03/2013;19/03/2013
10667;Sim;7202;19/03/2013;19/03/2013
10668;Sim;7203;19/03/2013;19/03/2013
10669;Sim;7204;19/03/2013;19/03/2013
10670;Sim;7205;19/03/2013;19/03/2013
10671;Sim;7206;19/03/2013;19/03/2013
10672;Sim;7207;19/03/2013;19/03/2013
10673;Sim;7208;19/03/2013;19/03/2013
10674;Sim;7209;19/03/2013;19/03/2013
10675;Sim;7210;19/03/2013;19/03/2013
10676;Sim;7211;19/03/2013;19/03/2013
10677;Sim;7212;19/03/2013;19/03/2013
10678;Sim;7213;19/03/2013;19/03/2013
10679;Sim;7214;19/03/2013;19/03/2013
10680;Sim;7215;19/03/2013;19/03/2013
10681;Sim;7216;19/03/2013;19/03/2013
10682;Sim;7217;19/03/2013;19/03/2013
10683;Sim;7218;01/10/2015;01/10/2015
10684;Sim;7219;19/03/2013;19/03/2013
10685;Sim;7220;19/03/2013;19/03/2013
10686;Sim;7221;19/03/2013;19/03/2013
10687;Sim;7222;19/03/2013;19/03/2013
10688;Sim;7223;19/03/2013;19/03/2013
10689;Sim;7037;24/07/2014;24/07/2014
10690;Sim;7038;18/03/2015;18/03/2015
10691;Sim;7039;24/07/2014;24/07/2014
10692;Sim;7040;18/03/2015;18/03/2015
10693;Sim;7041;24/06/2014;24/06/2014
10694;Sim;7042;18/03/2015;18/03/2015
10695;Sim;7043;24/06/2014;24/06/2014
10696;Sim;7044;18/03/2015;18/03/2015
10697;Sim;7053;24/07/2014;24/07/2014
10698;Sim;7054;18/03/2015;18/03/2015
10699;Sim;7055;24/07/2014;24/07/2014
10700;Sim;7056;18/03/2015;18/03/2015
10701;Sim;7057;24/06/2014;24/06/2014
10702;Sim;7058;18/03/2015;18/03/2015
10703;Sim;7059;24/06/2014;24/06/2014
10704;Sim;7060;18/03/2015;18/03/2015
10705;Sim;7029;24/07/2014;24/07/2014
10706;Sim;7030;18/03/2015;18/03/2015
10707;Sim;7031;24/07/2014;24/07/2014
10708;Sim;7032;18/03/2015;18/03/2015
10709;Sim;7033;24/06/2014;24/06/2014
10710;Sim;7034;18/03/2015;18/03/2015
10711;Sim;7035;24/06/2014;24/06/2014
10712;Sim;7036;18/03/2015;18/03/2015
10713;Sim;7045;24/07/2014;24/07/2014
10714;Sim;7046;18/03/2015;18/03/2015
10715;Sim;7047;24/07/2014;24/07/2014
10716;Sim;7048;18/03/2015;18/03/2015
10717;Sim;7049;24/06/2014;24/06/2014
10718;Sim;7050;18/03/2015;18/03/2015
10719;Sim;7051;24/06/2014;24/06/2014
10720;Sim;7052;18/03/2015;18/03/2015
10721;Não;;;
10722;Sim;7079;18/02/2013;18/02/2013
10723;Sim;7080;18/02/2013;18/02/2013
10724;Sim;7074;18/02/2013;18/02/2013
10725;Sim;7076;18/02/2013;18/02/2013
10726;Sim;7075;18/02/2013;18/02/2013
10727;Sim;7077;18/02/2013;18/02/2013
10728;Sim;7078;18/02/2013;18/02/2013
10729;Sim;7081;17/09/2015;17/09/2015
10730;Sim;7083;17/09/2015;17/09/2015
10731;Sim;7082;17/09/2015;17/09/2015
10732;Sim;7084;17/09/2015;17/09/2015
10733;Sim;7233;10/04/2015;10/04/2015
10734;Sim;8230;14/04/2015;14/04/2015
10735;Sim;7235;10/04/2015;10/04/2015
10736;Sim;7239;12/04/2013;12/04/2013
10737;Sim;7241;18/03/2015;18/03/2015
10738;Sim;7240;12/04/2013;12/04/2013
10739;Sim;7095;01/03/2013;01/03/2013
10740;Sim;7096;01/03/2013;01/03/2013
10741;Sim;7097;01/03/2013;01/03/2013
10742;Sim;7098;01/03/2013;01/03/2013
10743;Sim;7099;01/03/2013;01/03/2013
10744;Sim;7100;01/03/2013;01/03/2013
10745;Sim;7101;01/03/2013;01/03/2013
10746;Sim;7102;01/03/2013;01/03/2013
10747;Sim;7103;25/02/2014;25/02/2014
10748;Sim;7104;25/02/2014;25/02/2014
10749;Sim;7094;25/02/2014;25/02/2014
10750;Sim;7126;10/10/2014;10/10/2014
10752;Sim;7128;10/10/2014;10/10/2014
10753;Sim;7127;10/10/2014;10/10/2014
10755;Sim;7130;10/10/2014;10/10/2014
10756;Sim;7234;10/04/2015;10/04/2015
10757;Sim;7131;17/07/2017;17/07/2017
10758;Sim;7132;10/10/2014;10/10/2014
10759;Sim;7133;10/10/2014;10/10/2014
10760;Sim;7134;10/10/2014;10/10/2014
10761;Sim;7135;10/10/2014;10/10/2014
10762;Sim;7136;10/10/2014;10/10/2014
10763;Sim;7137;10/10/2014;10/10/2014
10764;Sim;7138;04/04/2013;04/04/2013
10765;Sim;7139;10/10/2014;10/10/2014
10766;Sim;7140;10/10/2014;10/10/2014
10767;Sim;7141;13/03/2013;13/03/2013
10768;Não;;;
10769;Sim;7171;14/03/2013;14/03/2013
10770;Sim;7156;14/03/2013;14/03/2013
10771;Sim;7174;14/03/2013;14/03/2013
10772;Sim;7159;14/03/2013;14/03/2013
10773;Sim;7177;14/02/2019;14/02/2019
10774;Sim;7162;14/02/2019;14/02/2019
10775;Sim;7180;14/03/2013;14/03/2013
10776;Sim;7165;14/03/2013;14/03/2013
10777;Sim;7236;14/04/2015;14/04/2015
10778;Sim;7168;14/03/2013;14/03/2013
10779;Não;;;
10780;Sim;7172;14/03/2013;14/03/2013
10781;Sim;7157;14/03/2013;14/03/2013
10782;Sim;7175;14/03/2013;14/03/2013
10783;Sim;7160;14/03/2013;14/03/2013
10784;Sim;7178;14/02/2019;14/02/2019
10785;Sim;7163;14/02/2019;14/02/2019
10786;Sim;7181;14/03/2013;14/03/2013
10787;Sim;7166;14/03/2013;14/03/2013
10788;Sim;7237;11/04/2013;11/04/2013
10789;Sim;7169;14/03/2013;14/03/2013
10790;Não;;;
10791;Sim;7173;14/03/2013;14/03/2013
10792;Sim;7158;14/03/2013;14/03/2013
10793;Sim;7176;14/03/2013;14/03/2013
10794;Sim;7161;14/03/2013;14/03/2013
10795;Sim;7179;14/02/2019;14/02/2019
10796;Sim;7164;14/02/2019;14/02/2019
10797;Sim;7182;14/03/2013;14/03/2013
10798;Sim;7167;14/03/2013;14/03/2013
10799;Sim;7238;11/04/2013;11/04/2013
10800;Sim;7170;14/03/2013;14/03/2013
10801;Sim;7279;17/01/2014;17/01/2014
10802;Sim;7278;17/01/2014;17/01/2014
10803;Sim;7281;17/01/2014;17/01/2014
10804;Sim;7280;17/01/2014;17/01/2014
10805;Sim;7283;17/01/2014;17/01/2014
10806;Sim;7282;17/01/2014;17/01/2014
10807;Sim;7285;17/01/2014;17/01/2014
10808;Sim;7284;17/01/2014;17/01/2014
10809;Sim;7229;17/01/2014;17/01/2014
10810;Sim;7230;17/01/2014;17/01/2014
10811;Sim;7231;17/01/2014;17/01/2014
10812;Sim;7232;17/01/2014;17/01/2014
10813;Sim;7265;17/01/2014;17/01/2014
10814;Sim;7266;17/01/2014;17/01/2014
10815;Sim;7268;17/01/2014;17/01/2014
10816;Sim;7267;17/01/2014;17/01/2014
10817;Sim;7269;17/01/2014;17/01/2014
10818;Sim;7270;17/01/2014;17/01/2014
10819;Sim;7271;17/01/2014;17/01/2014
10820;Sim;7272;17/01/2014;17/01/2014
10821;Sim;7274;17/01/2014;17/01/2014
10822;Sim;7275;17/01/2014;17/01/2014
10823;Sim;7276;17/01/2014;17/01/2014
10824;Sim;7277;17/01/2014;17/01/2014
10825;Sim;7242;19/12/2014;19/12/2014
10826;Sim;7335;26/10/2015;26/10/2015
10827;Sim;7336;04/11/2013;04/11/2013
10828;Sim;7249;25/05/2016;25/05/2016
10829;Sim;7464;20/01/2015;20/01/2015
10830;Sim;7465;20/01/2015;20/01/2015
10831;Sim;7466;20/01/2015;20/01/2015
10832;Sim;7467;20/01/2015;20/01/2015
10833;Sim;7468;23/07/2014;23/07/2014
10834;Sim;7469;12/02/2014;12/02/2014
10835;Sim;7470;24/02/2014;24/02/2014
10836;Sim;7471;12/02/2014;12/02/2014
10837;Sim;7244;20/06/2022;20/06/2022
10839;Sim;7245;20/06/2022;20/06/2022
10840;Sim;7247;20/06/2022;20/06/2022
10841;Sim;7248;20/06/2022;20/06/2022
10842;Sim;7246;20/06/2022;20/06/2022
10843;Sim;7252;22/04/2013;22/04/2013
10845;Sim;7665;07/02/2014;07/02/2014
10846;Sim;4178;10/10/2014;10/10/2014
10847;Sim;9070;20/02/2017;20/02/2017
10848;Sim;9071;20/02/2017;20/02/2017
10849;Sim;7286;23/03/2017;23/03/2017
10850;Sim;7264;23/03/2017;23/03/2017
10851;Sim;7533;13/02/2015;13/02/2015
10852;Sim;7287;23/03/2017;23/03/2017
10853;Sim;7257;24/03/2017;24/03/2017
10854;Sim;7258;23/03/2017;23/03/2017
10855;Sim;7666;03/07/2014;03/07/2014
10856;Sim;7667;03/07/2014;03/07/2014
10857;Sim;7668;07/02/2014;07/02/2014
10858;Sim;7261;22/05/2013;22/05/2013
10859;Sim;7262;22/05/2013;22/05/2013
10860;Sim;7263;22/05/2013;22/05/2013
10864;Sim;7273;17/05/2013;17/05/2013
10865;Sim;7669;03/07/2014;03/07/2014
10866;Sim;7670;03/07/2014;03/07/2014
10867;Sim;7671;07/02/2014;07/02/2014
10868;Sim;7672;07/02/2014;07/02/2014
10869;Sim;7673;07/02/2014;07/02/2014
10870;Sim;7762;03/07/2014;03/07/2014
10871;Sim;7656;24/02/2014;24/02/2014
10872;Sim;7657;03/07/2014;03/07/2014
10873;Sim;7658;03/07/2014;03/07/2014
10874;Sim;7659;24/02/2014;24/02/2014
10875;Sim;7660;03/07/2014;03/07/2014
10876;Sim;7661;03/07/2014;03/07/2014
10877;Sim;7662;24/02/2014;24/02/2014
10878;Sim;7663;24/02/2014;24/02/2014
10879;Sim;7664;24/02/2014;24/02/2014
10880;Sim;7761;03/07/2014;03/07/2014
10881;Sim;7647;13/12/2013;13/12/2013
10882;Sim;7648;03/07/2014;03/07/2014
10883;Sim;7649;03/07/2014;03/07/2014
10884;Sim;7650;13/12/2013;13/12/2013
10885;Sim;7651;03/07/2014;03/07/2014
10886;Sim;7652;03/07/2014;03/07/2014
10887;Sim;7654;13/12/2013;13/12/2013
10888;Sim;7653;13/12/2013;13/12/2013
10889;Sim;7655;13/12/2013;13/12/2013
10890;Sim;7760;03/07/2014;03/07/2014
10891;Sim;7638;23/07/2014;23/07/2014
10892;Sim;7639;23/07/2014;23/07/2014
10893;Sim;7640;23/07/2014;23/07/2014
10894;Sim;7641;23/07/2014;23/07/2014
10895;Sim;7642;23/07/2014;23/07/2014
10896;Sim;7643;23/07/2014;23/07/2014
